id,name,family,handler,enabled,status,frame,result,notes,source
54,ATANH_SCALED,math,MetaMath,True,current,Arg1/Arg2 depending service,T+1=result,,runtime_meta_dispatch.bas
55,LN_SCALED,math,MetaMath,True,current,Arg1/Arg2 depending service,T+1=result,,runtime_meta_dispatch.bas
56,EXP_SCALED,math,MetaMath,True,current,Arg1/Arg2 depending service,T+1=result,,runtime_meta_dispatch.bas
57,POWER,math,MetaMath,True,current,Arg1/Arg2 depending service,T+1=result,,runtime_meta_dispatch.bas
58,DEG_TO_RAD_SCALED,math,MetaMath,True,current,Arg1/Arg2 depending service,T+1=result,,runtime_meta_dispatch.bas
59,RAD_TO_DEG,math,MetaMath,True,current,Arg1/Arg2 depending service,T+1=result,,runtime_meta_dispatch.bas
60,PRINT_ARG2_DECIMAL,io,MetaIO,True,current,Arg2/result/stack depending service,printed or T+1,,runtime_meta_dispatch.bas
61,PRINT_RESULT_DECIMAL,io,MetaIO,True,current,Arg2/result/stack depending service,printed or T+1,,runtime_meta_dispatch.bas
62,PRINT_STACK_POP_DECIMAL,io,MetaIO,True,current,Arg2/result/stack depending service,printed or T+1,,runtime_meta_dispatch.bas
63,READ_DECIMAL,io,MetaIO,True,current,Arg2/result/stack depending service,printed or T+1,,runtime_meta_dispatch.bas
64,PRINT_SPACE,io,MetaIO,True,current,Arg2/result/stack depending service,printed or T+1,,runtime_meta_dispatch.bas
67,PRINT_ARG2_HEX,io,MetaIO,True,current,Arg2/result/stack depending service,printed or T+1,,runtime_meta_dispatch.bas
68,PRINT_ARG2_BIN,io,MetaIO,True,current,Arg2/result/stack depending service,printed or T+1,,runtime_meta_dispatch.bas
69,PRINT_ARG2_CHAR,io,MetaIO,True,current,Arg2/result/stack depending service,printed or T+1,,runtime_meta_dispatch.bas
80,PTR_SET,pointer_memory,MetaPointerMemory,True,current,T-1=Arg2 mostly,T+1=result/status,,runtime_meta_dispatch.bas
81,PTR_ADD,pointer_memory,MetaPointerMemory,True,current,T-1=Arg2 mostly,T+1=result/status,,runtime_meta_dispatch.bas
82,PTR_GET,pointer_memory,MetaPointerMemory,True,current,T-1=Arg2 mostly,T+1=result/status,,runtime_meta_dispatch.bas
83,PTR_VALID,pointer_memory,MetaPointerMemory,True,current,T-1=Arg2 mostly,T+1=result/status,,runtime_meta_dispatch.bas
84,LAYOUT_TAPE_CELLS,pointer_memory,MetaPointerMemory,True,current,T-1=Arg2 mostly,T+1=result/status,,runtime_meta_dispatch.bas
85,LAYOUT_DATA_CELLS,pointer_memory,MetaPointerMemory,True,current,T-1=Arg2 mostly,T+1=result/status,,runtime_meta_dispatch.bas
86,LAYOUT_STACK_CELLS,pointer_memory,MetaPointerMemory,True,current,T-1=Arg2 mostly,T+1=result/status,,runtime_meta_dispatch.bas
87,LAYOUT_CELL_BITS,pointer_memory,MetaPointerMemory,True,current,T-1=Arg2 mostly,T+1=result/status,,runtime_meta_dispatch.bas
88,LAYOUT_CELL_BYTES,pointer_memory,MetaPointerMemory,True,current,T-1=Arg2 mostly,T+1=result/status,,runtime_meta_dispatch.bas
89,LAYOUT_PRINT,pointer_memory,MetaPointerMemory,True,current,T-1=Arg2 mostly,T+1=result/status,,runtime_meta_dispatch.bas
90,FIFO_PUSH,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
91,FIFO_POP,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
92,FIFO_PEEK,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
93,FIFO_COUNT,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
94,FIFO_CLEAR,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
95,DATA_READ,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
96,DATA_WRITE,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
97,DATA_DIGIT_ASCII_TO_NUMBER,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
98,DATA_BLOCK_COPY,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
99,DATA_BLOCK_CLEAR,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
100,TAPE_SORT_ASC,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
101,TAPE_SORT_DESC,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
102,DATA_SORT_ASC,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
103,DATA_SORT_DESC,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
104,TAPE_LINEAR_SEARCH,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
105,DATA_LINEAR_SEARCH,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
106,TAPE_BLOCK_COPY,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
107,TAPE_BLOCK_CLEAR,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
120,SIGNED_MODE_OFF,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
121,SIGNED_MODE_ON,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
122,SIGNED_MODE_GET,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
123,ENDIAN_LITTLE,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
124,ENDIAN_BIG,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
125,ENDIAN_GET_BIG,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
126,FLAGS_GET,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
127,WILD_LAYOUT_CHANGE,fifo_data_sort_wild,MetaFifoDataSortWild,True,current,Arg0/Arg1/Arg2 depending service,T+1/status,,runtime_meta_dispatch.bas
130,CMP_EQ_UNSIGNED,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
131,CMP_GT_UNSIGNED,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
132,CMP_LT_UNSIGNED,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
133,CMP_EQ_SIGNED,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
134,CMP_GT_SIGNED,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
135,CMP_LT_SIGNED,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
140,GET_CARRY_FLAG,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
141,SET_CARRY_FLAG,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
142,CLEAR_CARRY_FLAG,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
143,GET_OVERFLOW_FLAG,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
144,SET_OVERFLOW_FLAG,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
145,CLEAR_OVERFLOW_FLAG,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
146,GET_ZERO_FLAG,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
147,GET_SIGN_FLAG,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
148,CLEAR_ZCOS_FLAGS,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
149,FLAGS_GET_ALIAS,flags_compare,MetaFlagsEndian,True,unreachable_current_bug,,T+1/status,Case exists in MetaFlagsEndian but dispatcher only sends 150..159 there; @130..149 currently invalid unless dispatch is fixed.,runtime_meta_dispatch.bas
150,ENDIAN_LITTLE_ALIAS,flags_endian,MetaFlagsEndian,True,current,T-1/relative tape cells depending service,T+1/status,,runtime_meta_dispatch.bas
151,ENDIAN_BIG_ALIAS,flags_endian,MetaFlagsEndian,True,current,T-1/relative tape cells depending service,T+1/status,,runtime_meta_dispatch.bas
152,ENDIAN_GET_BIG_ALIAS,flags_endian,MetaFlagsEndian,True,current,T-1/relative tape cells depending service,T+1/status,,runtime_meta_dispatch.bas
153,WRITE_WORD_ENDIAN,flags_endian,MetaFlagsEndian,True,current,T-1/relative tape cells depending service,T+1/status,,runtime_meta_dispatch.bas
154,READ_WORD_ENDIAN,flags_endian,MetaFlagsEndian,True,current,T-1/relative tape cells depending service,T+1/status,,runtime_meta_dispatch.bas
155,WRITE_DWORD_ENDIAN,flags_endian,MetaFlagsEndian,True,current,T-1/relative tape cells depending service,T+1/status,,runtime_meta_dispatch.bas
156,READ_DWORD_ENDIAN,flags_endian,MetaFlagsEndian,True,current,T-1/relative tape cells depending service,T+1/status,,runtime_meta_dispatch.bas
160,MAT_INIT,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
161,MAT_CLEAR,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
162,MAT_SET,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
163,MAT_GET,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
164,MAT_FILL,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
165,MAT_COPY,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
166,MAT_PRINT,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
167,MAT_ADD,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
168,MAT_SUB,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
169,MAT_SCALAR_MUL,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
170,MAT_MUL,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
171,MAT_TRANSPOSE_COPY,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
172,MAT_IDENTITY,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
173,MAT_TRACE,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
174,MAT_SHAPE,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
175,MAT_DET2,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
176,MAT_PRINT_RAW,matrix,MetaMatrix,True,current,"T-4=dst, T-3=a, T-2=b, T-1=p1, T=p2",T+1=result/status,,runtime_matrix_services.bas
180,MAT_ND_INIT,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 rows, T-3 cols, T-2 outbase",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
181,MAT_ND_GET,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,reserved,T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
182,MAT_ND_SET,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,reserved,T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
183,MAT_DET,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 A, T+1 determinant",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
184,MAT_INVERSE,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 A, T-2 OUT",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
185,MAT_LU,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 A, T-2 L, T-3 U",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
186,MAT_QR,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 A, T-2 Q, T-3 R",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
187,MAT_RANK,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 A, T+1 rank",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
188,MAT_COND_EST,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 A, T-2 temp inverse, T+1 cond",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
189,MAT_EIG_POWER,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 A, T-2 vector out, T-1 iterations, T+1 lambda",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
190,MAT_EIG_JACOBI_SYM,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,planned,T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
191,MAT_SVD_SYM_HELPER,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,planned,T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
192,MAT_SPARSE_CSR_INIT,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 rows, T-3 cols, T-1 nnz, T-2 outbase",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
193,MAT_SPARSE_CSR_MV,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,planned,T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
194,MAT_SPARSE_TO_DENSE,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,planned,T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
195,MAT_DENSE_TO_SPARSE,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,planned,T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
196,MAT_TRACE,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 A, T+1 trace",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
197,MAT_FROBENIUS,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 A, T+1 norm",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
198,MAT_NORM_INF,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,"T-4 A, T+1 norm",T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
199,MAT_ADV_INFO,matrix_adv,UXMMatAdvancedDispatch,True,extension_patch_available,prints info,T+1/status,Within matrix dispatcher range; add cases to MetaMatrix or subdispatch.,service_registry_matrix_v34.csv
200,FP_INIT16,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
201,FP_INIT32,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
202,FP_ZERO,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
203,FP_COPY,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
204,FP_NORMALIZE_STORE,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
205,FP_TO_INT,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
206,FP_IS_ZERO,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
207,FP_SIGN,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
208,FP_ABS_TO_INT,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
209,FP_PRINT_RAW,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
210,FP_ADD,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
211,FP_SUB,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
212,FP_MUL,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
213,FP_DIV,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
214,FP_COMPARE,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
215,FP_ABS,floating_point,MetaFloatingPoint,True,current,"T-2=rBase, T-1=aBase, T=bBase pattern",T+1/status,,runtime_fp_services.bas
